"","EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeCount","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","Over18","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","JobInvolvement","PerformanceRating","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","avg_wrk_hr"
"2436",2436,47,"Yes","Travel_Frequently","Research & Development",1,3,"Medical",1,"Female",2,"Sales Executive","Married",196270,7,"Y",11,8,2,25,1,23,14,10,3,3,3,3,1,6.8
"2437",2437,26,"No","Travel_Rarely","Research & Development",9,1,"Medical",1,"Male",1,"Sales Executive","Married",106860,1,"Y",14,8,1,3,2,3,0,2,3,3,4,3,4,7.68
"2438",2438,45,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences",1,"Male",1,"Research Director","Single",29420,1,"Y",22,8,1,21,4,21,8,6,3,4,4,2,3,6.63
"2439",2439,32,"No","Travel_Frequently","Sales",1,1,"Marketing",1,"Male",2,"Laboratory Technician","Married",88580,6,"Y",16,8,1,10,2,5,1,3,3,3,1,3,2,6.89
"2440",2440,31,"No","Travel_Rarely","Research & Development",14,2,"Life Sciences",1,"Male",1,"Sales Executive","Married",167560,1,"Y",11,8,2,6,5,5,0,3,3,3,2,3,4,7.2
"2441",2441,41,"No","Non-Travel","Sales",2,2,"Medical",1,"Male",2,"Research Scientist","Married",107980,6,"Y",14,8,2,10,5,3,1,2,1,3,3,2,3,7.7
"2442",2442,40,"No","Travel_Rarely","Research & Development",22,2,"Technical Degree",1,"Male",1,"Healthcare Representative","Married",23230,2,"Y",16,8,1,18,2,1,0,0,3,3,2,1,3,9.82
"2443",2443,24,"No","Travel_Rarely","Research & Development",3,3,"Life Sciences",1,"Female",1,"Research Scientist","Divorced",14160,1,"Y",15,8,1,6,3,6,1,2,2,3,2,1,4,6.01
"2444",2444,46,"No","Travel_Rarely","Research & Development",6,3,"Medical",1,"Male",4,"Sales Executive","Single",46150,6,"Y",12,8,0,19,3,10,0,9,2,3,3,2,3,7.56
"2445",2445,35,"No","Travel_Rarely","Sales",8,4,"Life Sciences",1,"Male",1,"Laboratory Technician","Married",24610,2,"Y",20,8,1,17,4,7,0,7,3,4,4,3,3,7.41
"2446",2446,30,"No","Travel_Rarely","Sales",9,4,"Marketing",1,"Male",1,"Laboratory Technician","Married",87220,1,"Y",17,8,1,10,3,10,0,8,3,3,2,4,2,7.3
"2447",2447,47,"No","Non-Travel","Research & Development",3,2,"Life Sciences",1,"Female",2,"Sales Executive","Married",39550,7,"Y",12,8,1,4,5,1,0,0,3,3,3,2,1,7.68
"2448",2448,46,"No","Travel_Rarely","Research & Development",1,4,"Technical Degree",1,"Female",3,"Sales Executive","Divorced",99570,4,"Y",20,8,0,13,1,10,0,3,3,4,3,4,2,9.79
"2449",2449,36,"Yes","Travel_Rarely","Research & Development",1,3,"Medical",1,"Male",2,"Manufacturing Director","Divorced",33760,5,"Y",20,8,0,16,3,2,2,2,3,4,2,1,3,10.41
"2450",2450,32,"Yes","Travel_Rarely","Research & Development",26,3,"Medical",1,"Female",2,"Research Director","Single",88230,6,"Y",13,8,2,10,3,0,0,0,3,3,1,2,3,7
"2451",2451,23,"No","Travel_Rarely","Sales",6,4,"Life Sciences",1,"Male",3,"Manufacturing Director","Single",103220,1,"Y",14,8,2,3,2,3,1,2,3,3,3,2,1,6.01
"2452",2452,31,"No","Travel_Frequently","Sales",3,3,"Marketing",1,"Male",2,"Sales Executive","Single",46210,2,"Y",18,8,1,9,3,5,1,4,3,3,4,4,2,6.5
"2453",2453,39,"No","Non-Travel","Research & Development",3,3,"Life Sciences",1,"Female",2,"Manufacturing Director","Married",109760,1,"Y",11,8,0,9,3,9,5,8,2,3,4,4,3,10.17
"2454",2454,32,"No","Travel_Rarely","Research & Development",6,3,"Technical Degree",1,"Male",1,"Research Scientist","Married",36600,3,"Y",11,8,2,10,0,4,0,2,2,3,4,3,1,7.65
"2455",2455,40,"No","Travel_Rarely","Sales",6,3,"Life Sciences",1,"Male",3,"Manufacturing Director","Single",104820,1,"Y",11,8,1,21,6,21,12,8,2,3,2,2,2,7.94
"2456",2456,45,"No","Travel_Rarely","Research & Development",19,4,"Medical",1,"Male",1,"Sales Representative","Married",71190,4,"Y",15,8,0,9,2,5,0,3,3,3,3,3,4,7.8
"2457",2457,30,"No","Travel_Frequently","Sales",9,3,"Life Sciences",1,"Male",1,"Research Director","Single",95820,0,"Y",12,8,1,10,2,9,0,7,3,3,4,1,3,6.2
"2458",2458,24,"No","Travel_Frequently","Sales",3,4,"Marketing",1,"Male",1,"Sales Executive","Married",45080,0,"Y",11,8,1,3,5,2,2,1,3,3,1,4,3,5.99
"2459",2459,30,"Yes","Travel_Frequently","Research & Development",10,3,"Life Sciences",1,"Female",1,"Human Resources","Divorced",22070,6,"Y",14,8,0,6,4,4,1,2,3,3,3,4,2,6.71
"2460",2460,31,"No","Travel_Rarely","Research & Development",3,2,"Life Sciences",1,"Male",3,"Laboratory Technician","Married",77560,1,"Y",15,8,2,6,3,5,0,2,4,3,1,3,3,7.62
"2461",2461,27,"No","Travel_Rarely","Sales",3,3,"Life Sciences",1,"Male",1,"Manager","Single",66940,1,"Y",13,8,1,6,2,6,1,4,2,3,3,4,2,6.32
"2462",2462,29,"Yes","Travel_Rarely","Sales",4,3,"Marketing",1,"Male",5,"Research Scientist","Single",36910,1,"Y",13,8,0,2,3,2,2,2,3,3,2,2,3,6.81
"2463",2463,29,"No","Travel_Frequently","Research & Development",8,4,"Life Sciences",1,"Female",1,"Sales Executive","Single",23770,8,"Y",21,8,1,10,2,3,0,2,3,4,4,3,4,8.81
"2464",2464,30,"No","Travel_Rarely","Sales",7,3,"Life Sciences",1,"Male",3,"Sales Executive","Divorced",23130,2,"Y",11,8,0,12,5,7,1,7,3,3,3,1,3,7.97
"2465",2465,34,"No","Travel_Rarely","Research & Development",1,2,"Medical",1,"Female",2,"Healthcare Representative","Married",176650,0,"Y",11,8,0,6,5,5,1,2,2,3,4,4,3,9.9
"2466",2466,33,"No","Non-Travel","Research & Development",2,4,"Medical",1,"Male",1,"Sales Representative","Single",25960,8,"Y",14,8,1,13,4,11,1,7,3,3,4,2,2,7.39
"2467",2467,49,"No","Travel_Rarely","Sales",3,4,"Marketing",1,"Male",1,"Sales Executive","Single",47280,3,"Y",11,8,1,8,4,5,0,4,3,3,4,4,4,7.7
"2468",2468,33,"Yes","Travel_Rarely","Research & Development",10,3,"Life Sciences",1,"Male",1,"Sales Executive","Single",43020,2,"Y",13,8,0,11,3,0,0,0,1,3,1,1,2,8.29
"2469",2469,38,"No","Travel_Frequently","Research & Development",28,3,"Medical",1,"Male",1,"Healthcare Representative","Married",29790,4,"Y",12,8,1,9,3,6,0,5,3,3,3,2,2,7.86
"2470",2470,31,"Yes","Travel_Rarely","Human Resources",9,4,"Human Resources",1,"Male",2,"Laboratory Technician","Married",168850,2,"Y",14,8,2,10,2,1,0,0,3,3,1,3,3,6.19
"2471",2471,29,"No","Travel_Rarely","Research & Development",3,4,"Other",1,"Female",2,"Sales Representative","Divorced",55930,1,"Y",13,8,1,1,3,1,0,0,3,3,4,1,3,6.33
"2472",2472,30,"No","Travel_Rarely","Research & Development",2,1,"Medical",1,"Male",1,"Sales Representative","Married",104450,3,"Y",18,8,1,10,3,7,1,7,3,3,3,3,3,6.78
"2473",2473,32,"No","Non-Travel","Research & Development",10,4,"Life Sciences",1,"Female",1,"Laboratory Technician","Single",87400,2,"Y",11,8,1,12,2,7,0,7,3,3,2,2,3,5.98
"2474",2474,38,"No","Travel_Rarely","Research & Development",8,2,"Technical Degree",1,"Female",1,"Manufacturing Director","Married",25140,3,"Y",11,8,0,15,2,1,1,0,2,3,2,4,3,9
"2475",2475,43,"Yes","Travel_Frequently","Research & Development",1,4,"Other",1,"Male",3,"Sales Executive","Married",76550,9,"Y",12,8,1,6,3,1,0,0,3,3,3,3,3,8.38
"2476",2476,42,"No","Travel_Rarely","Human Resources",1,3,"Other",1,"Female",1,"Healthcare Representative","Divorced",174650,8,"Y",13,8,1,7,3,5,0,4,3,3,2,2,2,6.71
"2478",2478,33,"No","Non-Travel","Research & Development",14,3,"Other",1,"Male",1,"Research Scientist","Divorced",108200,5,"Y",12,8,0,11,2,9,1,7,3,3,4,2,2,6.7
"2480",2480,34,"No","Non-Travel","Research & Development",7,4,"Medical",1,"Female",1,"Research Scientist","Divorced",196260,1,"Y",21,8,0,15,5,15,0,7,2,4,4,3,3,8.19
"2481",2481,53,"No","Non-Travel","Research & Development",10,4,"Medical",1,"Male",2,"Healthcare Representative","Married",20700,4,"Y",13,8,2,27,2,3,0,2,4,3,1,3,2,8.1
"2482",2482,43,"No","Travel_Rarely","Sales",16,2,"Marketing",1,"Female",1,"Laboratory Technician","Single",67820,0,"Y",16,8,1,10,2,9,1,8,3,3,2,4,3,6.1
"2483",2483,34,"No","Travel_Rarely","Sales",10,2,"Life Sciences",1,"Female",5,"Sales Executive","Single",77790,5,"Y",12,8,1,6,2,2,2,2,3,3,4,4,3,7.7
"2484",2484,21,"Yes","Travel_Rarely","Sales",1,2,"Marketing",1,"Male",5,"Healthcare Representative","Single",27910,1,"Y",14,8,0,1,3,1,1,0,4,3,2,2,3,7.52
"2485",2485,38,"No","Travel_Rarely","Research & Development",8,2,"Life Sciences",1,"Female",2,"Sales Executive","Married",32010,1,"Y",11,8,1,5,3,5,0,4,2,3,4,3,3,6.39
"2486",2486,22,"Yes","Travel_Rarely","Research & Development",1,3,"Other",1,"Male",4,"Research Scientist","Married",49680,1,"Y",14,8,0,1,3,1,0,0,3,3,3,1,3,8.89
"2487",2487,31,"No","Travel_Rarely","Research & Development",8,5,"Life Sciences",1,"Male",5,"Sales Executive","Married",131200,1,"Y",12,8,2,13,6,12,5,7,2,3,1,4,3,7.28
"2488",2488,51,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences",1,"Female",1,"Manager","Married",40330,2,"Y",14,8,0,15,2,2,2,2,3,3,1,3,3,6.7
"2489",2489,37,"No","Travel_Rarely","Research & Development",24,1,"Life Sciences",1,"Male",2,"Sales Executive","Married",32910,1,"Y",16,8,3,5,2,5,0,3,2,3,2,2,3,8.02
"2490",2490,46,"No","Travel_Rarely","Sales",3,4,"Marketing",1,"Female",1,"Sales Representative","Divorced",42720,7,"Y",13,8,0,24,3,2,2,2,4,3,3,4,3,9.99
"2491",2491,36,"No","Travel_Rarely","Research & Development",27,3,"Technical Degree",1,"Female",4,"Research Scientist","Married",50560,7,"Y",12,8,0,15,2,12,5,7,2,3,4,1,3,9.5
"2492",2492,44,"Yes","Travel_Frequently","Sales",10,4,"Life Sciences",1,"Male",1,"Research Scientist","Divorced",28440,1,"Y",12,8,0,6,2,5,2,3,4,3,3,2,2,9.29
"2493",2493,37,"No","Travel_Rarely","Research & Development",19,2,"Technical Degree",1,"Male",2,"Sales Executive","Divorced",27030,2,"Y",14,8,0,19,2,10,4,7,3,3,3,2,2,6.13
"2494",2494,35,"Yes","Travel_Rarely","Research & Development",15,4,"Life Sciences",1,"Male",2,"Research Scientist","Single",19040,1,"Y",22,8,1,10,4,10,7,7,3,4,3,4,3,8.58
"2495",2495,33,"No","Travel_Rarely","Research & Development",8,5,"Medical",1,"Male",2,"Laboratory Technician","Married",82240,6,"Y",19,8,0,14,3,10,7,6,3,3,4,1,3,7.99
"2496",2496,28,"No","Travel_Rarely","Sales",9,3,"Medical",1,"Female",2,"Sales Executive","Married",47660,1,"Y",12,8,0,5,3,5,0,3,3,3,3,4,4,7.39
"2497",2497,39,"No","Travel_Rarely","Sales",3,4,"Marketing",1,"Female",2,"Laboratory Technician","Single",26100,7,"Y",12,8,0,9,2,4,2,2,2,3,3,3,3,6.91
"2498",2498,46,"No","Non-Travel","Research & Development",9,2,"Life Sciences",1,"Male",2,"Manufacturing Director","Single",57310,8,"Y",17,8,0,6,2,2,2,2,3,3,2,2,3,6.69
"2499",2499,40,"No","Travel_Rarely","Research & Development",2,2,"Medical",1,"Male",1,"Research Director","Married",25390,4,"Y",12,8,1,7,3,4,0,2,3,3,3,1,2,6.56
"2500",2500,42,"No","Travel_Rarely","Research & Development",7,4,"Other",1,"Female",2,"Laboratory Technician","Married",57140,5,"Y",11,8,0,10,2,0,0,0,3,3,2,1,2,6.6
"2501",2501,35,"No","Non-Travel","Sales",10,1,"Life Sciences",1,"Female",2,"Research Director","Divorced",43230,2,"Y",18,8,3,15,3,7,1,7,3,3,2,4,3,6.7
"2502",2502,38,"No","Non-Travel","Sales",6,4,"Marketing",1,"Male",3,"Sales Executive","Divorced",73360,5,"Y",11,8,0,13,3,11,3,8,3,3,1,2,3,7.76
"2503",2503,34,"Yes","Travel_Frequently","Research & Development",2,1,"Life Sciences",1,"Male",1,"Manufacturing Director","Married",134990,4,"Y",23,8,2,11,2,7,0,7,4,4,4,1,2,7.89
"2504",2504,37,"Yes","Travel_Rarely","Research & Development",24,3,"Life Sciences",1,"Male",1,"Laboratory Technician","Single",137580,1,"Y",11,8,1,10,5,10,0,8,3,3,4,1,1,6.2
"2505",2505,39,"No","Travel_Frequently","Research & Development",2,1,"Medical",1,"Male",2,"Healthcare Representative","Divorced",51550,2,"Y",18,8,1,7,3,2,2,2,2,3,3,4,3,6.2
"2506",2506,43,"No","Non-Travel","Human Resources",8,5,"Medical",1,"Female",3,"Sales Executive","Single",22580,4,"Y",18,8,0,7,2,3,1,2,3,3,1,3,2,7.4
"2507",2507,41,"No","Travel_Rarely","Research & Development",3,3,"Life Sciences",1,"Male",3,"Research Scientist","Single",35970,3,"Y",13,8,1,11,2,3,1,2,1,3,2,2,1,7.81
"2508",2508,41,"No","Travel_Rarely","Research & Development",1,1,"Technical Degree",1,"Male",3,"Laboratory Technician","Divorced",25150,0,"Y",18,8,0,23,2,22,13,5,2,3,3,3,4,10.28
"2509",2509,30,"No","Travel_Rarely","Sales",26,3,"Marketing",1,"Female",2,"Manager","Single",44200,9,"Y",11,8,0,9,3,7,0,2,3,3,1,3,3,7.11
"2510",2510,26,"Yes","Travel_Rarely","Human Resources",2,1,"Technical Degree",1,"Female",3,"Sales Executive","Married",65780,0,"Y",15,8,2,6,3,5,1,4,2,3,4,2,3,8.72
"2511",2511,46,"Yes","Travel_Rarely","Research & Development",10,3,"Medical",1,"Male",1,"Sales Executive","Married",44220,4,"Y",11,8,1,13,2,9,3,7,3,3,4,2,4,8.03
"2512",2512,40,"No","Travel_Rarely","Sales",27,2,"Medical",1,"Female",3,"Sales Executive","Divorced",102740,4,"Y",18,8,0,12,3,5,0,3,3,3,3,4,3,6.61
"2513",2513,34,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Male",2,"Laboratory Technician","Married",53430,1,"Y",14,8,0,10,5,10,4,8,2,3,2,3,3,7.38
"2514",2514,58,"No","Non-Travel","Research & Development",2,4,"Medical",1,"Male",1,"Laboratory Technician","Divorced",23760,4,"Y",12,8,1,37,3,16,14,14,3,3,2,2,2,6.6
"2515",2515,35,"No","Travel_Rarely","Research & Development",8,1,"Technical Degree",1,"Female",3,"Manufacturing Director","Married",53460,0,"Y",14,8,0,6,3,5,0,3,2,3,2,3,4,7.41
"2516",2516,47,"No","Travel_Rarely","Research & Development",19,5,"Medical",1,"Female",2,"Research Scientist","Divorced",28270,8,"Y",14,8,1,28,3,22,14,10,3,3,3,2,3,10.68
"2517",2517,40,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences",1,"Male",2,"Manager","Divorced",199430,2,"Y",13,8,1,15,3,7,7,7,3,3,2,1,3,7.23
"2518",2518,54,"No","Travel_Rarely","Sales",27,4,"Medical",1,"Male",1,"Research Scientist","Married",31310,4,"Y",14,8,0,14,3,7,1,7,2,3,4,4,2,7.07
"2519",2519,31,"No","Travel_Frequently","Sales",8,4,"Other",1,"Female",3,"Manufacturing Director","Married",25520,2,"Y",18,8,0,9,2,3,2,2,3,3,1,1,3,7.49
"2520",2520,28,"No","Travel_Rarely","Sales",1,2,"Life Sciences",1,"Male",3,"Manager","Married",44770,1,"Y",15,8,0,3,6,3,1,2,3,3,3,1,3,7.61
"2521",2521,38,"No","Travel_Rarely","Research & Development",19,3,"Medical",1,"Female",2,"Manufacturing Director","Married",64740,2,"Y",13,8,2,20,3,4,0,3,1,3,2,4,2,9.5
"2522",2522,26,"No","Travel_Rarely","Sales",8,3,"Marketing",1,"Female",1,"Healthcare Representative","Single",30330,1,"Y",12,8,0,5,2,5,1,2,2,3,3,4,3,6.12
"2523",2523,58,"No","Travel_Frequently","Research & Development",10,4,"Technical Degree",1,"Female",1,"Sales Representative","Married",29360,2,"Y",13,8,1,23,3,2,2,2,3,3,1,3,3,9.62
"2524",2524,18,"No","Non-Travel","Research & Development",2,3,"Life Sciences",1,"Male",3,"Sales Representative","Single",186060,1,"Y",24,8,2,0,4,0,0,0,3,4,2,3,1,7.63
"2525",2525,31,"Yes","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Male",3,"Laboratory Technician","Married",21680,0,"Y",14,8,1,2,2,1,0,0,3,3,4,1,3,6.14
"2526",2526,29,"Yes","Travel_Rarely","Research & Development",8,2,"Medical",1,"Male",1,"Manager","Divorced",28530,4,"Y",14,8,1,4,5,2,2,0,2,3,1,1,3,8.67
"2527",2527,45,"No","Non-Travel","Sales",1,4,"Technical Degree",1,"Male",1,"Research Scientist","Married",170480,4,"Y",15,8,0,10,3,8,5,7,2,3,3,3,4,7.2
"2528",2528,36,"No","Travel_Rarely","Sales",2,3,"Technical Degree",1,"Female",5,"Laboratory Technician","Married",22900,4,"Y",11,8,0,15,5,1,0,0,3,3,4,2,3,10.68
"2529",2529,43,"No","Travel_Frequently","Sales",8,3,"Medical",1,"Male",1,"Research Director","Married",36000,1,"Y",23,8,0,7,2,7,7,7,3,4,1,4,3,7.03
"2530",2530,27,"No","Travel_Frequently","Sales",8,4,"Life Sciences",1,"Male",5,"Research Scientist","Single",21070,0,"Y",13,8,0,6,2,5,0,2,3,3,4,4,2,10.22
"2531",2531,29,"No","Travel_Frequently","Research & Development",6,2,"Medical",1,"Male",1,"Human Resources","Married",41150,1,"Y",11,8,0,11,1,11,3,10,3,3,4,4,4,7.69
"2532",2532,32,"No","Travel_Frequently","Sales",9,4,"Life Sciences",1,"Male",4,"Sales Executive","Single",43270,8,"Y",13,8,0,4,4,0,0,0,3,3,4,4,4,7.6
"2533",2533,42,"No","Non-Travel","Research & Development",11,3,"Medical",1,"Male",1,"Manager","Married",178560,3,"Y",18,8,0,10,2,6,3,3,3,3,3,3,2,6.5
"2534",2534,47,"No","Travel_Rarely","Sales",2,2,"Life Sciences",1,"Female",5,"Manager","Single",31960,4,"Y",14,8,1,7,3,2,2,0,2,3,2,3,3,6.12
"2535",2535,46,"No","Travel_Rarely","Human Resources",1,3,"Life Sciences",1,"Female",1,"Laboratory Technician","Divorced",190810,3,"Y",21,8,0,12,2,9,4,7,3,4,4,4,2,7.19
"2536",2536,28,"No","Non-Travel","Research & Development",7,3,"Life Sciences",1,"Male",1,"Sales Executive","Divorced",89660,1,"Y",16,8,1,3,3,3,2,2,2,3,3,4,3,7.72
"2537",2537,29,"No","Travel_Rarely","Research & Development",16,3,"Medical",1,"Female",1,"Manufacturing Director","Divorced",22100,8,"Y",11,8,1,11,4,7,1,6,3,3,4,3,3,8.04
"2538",2538,42,"No","Travel_Rarely","Sales",2,4,"Medical",1,"Female",2,"Research Director","Single",45390,4,"Y",17,8,1,8,5,0,0,0,3,3,4,3,3,6.6
"2539",2539,32,"Yes","Travel_Rarely","Research & Development",1,1,"Medical",1,"Male",2,"Laboratory Technician","Single",27410,7,"Y",11,8,0,7,3,2,2,2,3,3,3,2,2,10.43
"2540",2540,46,"No","Travel_Rarely","Research & Development",23,1,"Life Sciences",1,"Male",2,"Laboratory Technician","Divorced",34910,2,"Y",14,8,0,25,0,19,2,8,3,3,1,1,3,7.88
"2541",2541,27,"No","Travel_Rarely","Sales",2,3,"Life Sciences",1,"Female",5,"Research Scientist","Married",45410,1,"Y",14,8,2,9,4,9,5,8,4,3,2,3,3,7.12
"2542",2542,29,"No","Travel_Rarely","Research & Development",1,2,"Medical",1,"Male",3,"Sales Executive","Married",26780,1,"Y",25,8,1,1,3,1,0,0,3,4,4,2,3,7.96
"2543",2543,43,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences",1,"Male",1,"Manufacturing Director","Married",73790,7,"Y",13,8,2,21,3,16,6,14,2,3,1,3,3,6.29
"2544",2544,48,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Female",2,"Manager","Married",62720,4,"Y",14,8,0,29,3,22,12,9,2,3,4,2,3,6.09
"2545",2545,29,"Yes","Travel_Frequently","Research & Development",13,2,"Life Sciences",1,"Female",1,"Laboratory Technician","Single",52200,1,"Y",17,8,0,1,3,1,1,0,2,3,4,4,2,8.6
"2546",2546,46,"Yes","Travel_Rarely","Research & Development",4,4,"Medical",1,"Female",2,"Sales Representative","Married",27430,5,"Y",25,8,1,14,1,8,0,7,4,4,3,2,3,7.89
"2547",2547,27,"No","Travel_Frequently","Research & Development",16,4,"Medical",1,"Male",3,"Healthcare Representative","Married",49980,0,"Y",20,8,2,8,3,7,7,3,3,4,4,1,2,7.68
"2548",2548,39,"No","Travel_Rarely","Research & Development",2,3,"Technical Degree",1,"Male",3,"Healthcare Representative","Divorced",102520,8,"Y",13,8,1,7,3,2,2,2,3,3,4,4,3,6.54
"2549",2549,55,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Female",1,"Human Resources","Married",27810,8,"Y",13,8,1,19,2,5,0,4,3,3,2,4,4,6.19
"2550",2550,28,"No","Travel_Rarely","Research & Development",29,2,"Life Sciences",1,"Male",2,"Laboratory Technician","Married",68520,1,"Y",18,8,1,1,2,1,0,0,4,3,2,2,3,6.99
"2551",2551,30,"Yes","Travel_Rarely","Sales",12,4,"Life Sciences",1,"Female",2,"Sales Executive","Single",49500,1,"Y",12,8,2,1,3,1,0,0,3,3,2,4,2,7.68
"2552",2552,22,"Yes","Travel_Rarely","Research & Development",16,2,"Life Sciences",1,"Female",2,"Laboratory Technician","Single",35790,1,"Y",19,8,3,1,3,1,0,0,3,3,4,2,3,10.51
"2553",2553,36,"No","Travel_Rarely","Research & Development",11,3,"Life Sciences",1,"Male",1,"Sales Executive","Married",131910,1,"Y",14,8,1,10,2,10,1,7,2,3,2,3,3,9.5
"2554",2554,31,"No","Travel_Rarely","Research & Development",2,4,"Life Sciences",1,"Female",5,"Manager","Divorced",103770,1,"Y",14,8,0,10,2,10,0,2,3,3,2,3,3,7.52
"2555",2555,34,"No","Travel_Rarely","Sales",14,2,"Technical Degree",1,"Female",1,"Sales Executive","Married",22350,2,"Y",14,8,1,9,2,5,1,0,3,3,3,4,3,8.1
"2556",2556,29,"No","Travel_Rarely","Research & Development",5,5,"Life Sciences",1,"Female",1,"Sales Executive","Single",105020,3,"Y",12,8,0,11,4,3,1,2,2,3,4,1,3,7.08
"2557",2557,37,"No","Travel_Rarely","Research & Development",7,2,"Medical",1,"Male",1,"Manufacturing Director","Married",20110,5,"Y",13,8,0,16,4,5,0,4,4,3,4,1,3,8.7
"2558",2558,35,"No","Travel_Rarely","Sales",2,1,"Technical Degree",1,"Male",2,"Laboratory Technician","Married",18590,0,"Y",25,8,1,4,2,3,0,2,2,4,4,2,3,10.52
"2559",2559,45,"No","Travel_Rarely","Research & Development",3,3,"Medical",1,"Female",2,"Sales Executive","Married",37600,0,"Y",14,8,1,10,2,9,3,8,2,3,2,4,2,7.11
"2560",2560,36,"No","Travel_Frequently","Research & Development",5,3,"Medical",1,"Female",4,"Manufacturing Director","Single",177790,1,"Y",17,8,1,10,5,10,0,8,1,3,2,4,2,6.54
"2561",2561,40,"No","Travel_Rarely","Research & Development",3,3,"Other",1,"Male",1,"Sales Executive","Divorced",68330,2,"Y",13,8,0,22,3,19,11,16,3,3,1,1,3,6.81
"2562",2562,26,"No","Travel_Rarely","Research & Development",26,2,"Life Sciences",1,"Male",2,"Human Resources","Married",68120,1,"Y",13,8,0,1,2,1,1,0,2,3,2,3,2,9.31
"2563",2563,27,"No","Travel_Rarely","Research & Development",4,3,"Technical Degree",1,"Male",2,"Manufacturing Director","Single",51710,0,"Y",20,8,1,9,1,8,0,7,2,4,1,3,2,7.59
"2564",2564,48,"No","Travel_Frequently","Research & Development",2,3,"Life Sciences",1,"Male",2,"Research Director","Divorced",197400,3,"Y",14,8,0,24,2,22,4,7,4,3,4,4,3,7.19
"2565",2565,44,"No","Travel_Rarely","Sales",1,2,"Medical",1,"Male",4,"Manager","Married",187110,2,"Y",12,8,1,10,0,2,2,2,3,3,2,1,3,7.08
"2566",2566,34,"Yes","Non-Travel","Research & Development",27,2,"Life Sciences",1,"Female",1,"Sales Representative","Married",36920,1,"Y",12,8,1,5,5,5,3,0,3,3,4,1,3,10.21
"2567",2567,56,"Yes","Travel_Rarely","Human Resources",1,2,"Medical",1,"Female",5,"Sales Executive","Single",25590,1,"Y",21,8,0,5,3,4,1,0,3,4,1,4,3,6.9
"2568",2568,36,"No","Travel_Rarely","Research & Development",13,3,"Technical Degree",1,"Female",3,"Healthcare Representative","Married",25170,2,"Y",14,8,0,12,3,4,1,3,3,3,3,2,1,7.32
"2570",2570,42,"No","Travel_Rarely","Research & Development",7,3,"Technical Degree",1,"Female",2,"Sales Executive","Married",182650,9,"Y",12,8,1,18,4,13,5,7,3,3,3,1,4,7.42
"2571",2571,31,"No","Travel_Rarely","Sales",9,4,"Life Sciences",1,"Female",1,"Sales Executive","Divorced",161240,2,"Y",23,8,1,8,2,5,1,4,2,4,3,4,3,8.32
"2572",2572,34,"No","Travel_Rarely","Research & Development",8,1,"Life Sciences",1,"Female",3,"Laboratory Technician","Married",25850,3,"Y",12,8,0,9,5,4,0,1,3,3,4,4,2,9.21
"2573",2573,31,"No","Travel_Rarely","Sales",25,2,"Life Sciences",1,"Female",3,"Manufacturing Director","Divorced",182130,8,"Y",21,8,2,4,3,2,2,2,4,4,1,3,2,6.78
"2574",2574,26,"No","Travel_Frequently","Sales",16,2,"Life Sciences",1,"Male",2,"Healthcare Representative","Married",83800,0,"Y",14,8,0,8,3,7,7,7,4,3,3,4,3,6.09
"2575",2575,45,"No","Travel_Frequently","Research & Development",8,4,"Life Sciences",1,"Female",2,"Manager","Single",29940,4,"Y",18,8,1,12,2,4,0,3,3,3,2,3,3,7.79
"2576",2576,33,"No","Travel_Rarely","Sales",1,3,"Life Sciences",1,"Female",5,"Sales Executive","Single",12230,1,"Y",13,8,1,10,3,10,0,9,3,3,2,3,2,6.37
"2577",2577,28,"No","Travel_Frequently","Sales",8,3,"Life Sciences",1,"Male",4,"Research Scientist","Married",11180,1,"Y",11,8,0,7,3,7,0,7,3,3,3,4,3,10.6
"2578",2578,29,"Yes","Travel_Frequently","Human Resources",2,4,"Human Resources",1,"Male",2,"Sales Executive","Single",28750,1,"Y",11,8,0,1,3,1,0,0,3,3,3,1,3,6.79
"2579",2579,39,"No","Non-Travel","Research & Development",8,5,"Medical",1,"Female",2,"Sales Representative","Married",188240,6,"Y",19,8,1,10,4,3,1,2,3,3,1,3,3,6.28
"2580",2580,27,"No","Travel_Rarely","Sales",3,2,"Technical Degree",1,"Male",2,"Healthcare Representative","Married",135770,1,"Y",12,8,1,6,2,5,1,2,3,3,2,2,2,7.28
"2581",2581,34,"No","Travel_Frequently","Research & Development",9,4,"Life Sciences",1,"Female",2,"Manufacturing Director","Married",26250,1,"Y",12,8,3,16,4,15,6,11,3,3,3,4,3,8.9
